itemid,total_events,unique_visitors,first_seen,last_seen,n_addtocart,n_transaction,n_view,view_to_cart,cart_to_purchase
400861,1,1,2015-05-16 06:04:26.016,2015-05-16 06:04:26.016,0,0,1,0.0,0.0
400863,1,1,2015-09-12 18:37:02.159,2015-09-12 18:37:02.159,0,0,1,0.0,0.0
400865,4,4,2015-05-25 18:51:48.914,2015-09-01 05:46:57.730,0,0,4,0.0,0.0
400868,25,13,2015-05-14 21:17:48.092,2015-08-19 22:32:26.156,3,2,20,0.15,0.6666666666666666
400871,10,9,2015-05-04 21:14:02.382,2015-09-15 20:22:11.502,2,0,8,0.25,0.0
400872,1,1,2015-06-22 20:17:02.179,2015-06-22 20:17:02.179,0,0,1,0.0,0.0
400873,182,123,2015-06-03 05:05:10.974,2015-09-13 18:50:11.048,7,3,172,0.040697674418604654,0.42857142857142855
400874,3,3,2015-08-12 20:31:02.301,2015-09-14 03:32:33.680,0,0,3,0.0,0.0
400875,9,6,2015-06-04 03:10:27.669,2015-08-17 18:44:46.902,0,0,9,0.0,0.0
400876,2,2,2015-08-10 05:00:37.838,2015-09-10 07:46:58.917,0,0,2,0.0,0.0
400881,3,2,2015-06-08 03:31:52.159,2015-06-29 20:44:29.030,0,0,3,0.0,0.0
400882,14,12,2015-05-17 04:30:29.959,2015-09-07 18:32:26.658,0,0,14,0.0,0.0
400884,1,1,2015-05-20 05:13:47.006,2015-05-20 05:13:47.006,0,0,1,0.0,0.0
400888,1,1,2015-08-10 18:33:50.003,2015-08-10 18:33:50.003,0,0,1,0.0,0.0
400890,41,38,2015-05-04 17:24:21.518,2015-09-16 19:39:18.639,0,0,41,0.0,0.0
400891,1,1,2015-07-20 23:54:59.606,2015-07-20 23:54:59.606,0,0,1,0.0,0.0
400893,1,1,2015-05-23 15:59:45.155,2015-05-23 15:59:45.155,0,0,1,0.0,0.0
400895,1,1,2015-05-22 22:15:34.701,2015-05-22 22:15:34.701,0,0,1,0.0,0.0
400896,24,10,2015-05-12 05:47:03.923,2015-09-13 20:47:57.026,0,0,24,0.0,0.0
400899,18,13,2015-05-13 03:29:54.337,2015-09-13 13:44:05.904,2,1,15,0.13333333333333333,0.5
400900,2,2,2015-06-17 04:30:20.630,2015-07-11 03:57:01.523,0,0,2,0.0,0.0
400902,2,2,2015-05-23 07:27:10.135,2015-07-20 03:10:17.019,0,0,2,0.0,0.0
400908,3,3,2015-05-18 00:45:40.584,2015-08-17 03:08:20.655,0,0,3,0.0,0.0
400909,1,1,2015-06-18 16:38:04.157,2015-06-18 16:38:04.157,0,0,1,0.0,0.0
400910,2,2,2015-07-15 20:38:57.704,2015-08-04 05:15:24.850,0,0,2,0.0,0.0
400914,1,1,2015-05-15 03:44:23.980,2015-05-15 03:44:23.980,0,0,1,0.0,0.0
400915,2,1,2015-06-14 23:48:57.795,2015-06-14 23:51:14.868,0,0,2,0.0,0.0
400916,1,1,2015-07-01 22:08:09.049,2015-07-01 22:08:09.049,0,0,1,0.0,0.0
400918,8,8,2015-05-10 17:06:23.535,2015-08-19 20:00:00.305,0,0,8,0.0,0.0
400919,8,8,2015-05-03 17:24:49.558,2015-08-31 03:52:21.958,0,0,8,0.0,0.0
400920,1,1,2015-08-27 18:52:25.321,2015-08-27 18:52:25.321,0,0,1,0.0,0.0
400924,2,2,2015-07-17 17:52:33.097,2015-07-27 21:25:16.654,0,0,2,0.0,0.0
400925,7,6,2015-05-11 17:19:50.569,2015-09-12 03:42:41.255,0,0,7,0.0,0.0
400926,2,2,2015-05-14 17:15:28.171,2015-06-04 02:54:05.408,0,0,2,0.0,0.0
400928,4,4,2015-07-06 07:16:42.117,2015-09-03 13:40:49.291,0,0,4,0.0,0.0
400929,1,1,2015-08-23 14:34:33.942,2015-08-23 14:34:33.942,0,0,1,0.0,0.0
400939,1,1,2015-09-14 18:19:41.916,2015-09-14 18:19:41.916,0,0,1,0.0,0.0
400940,10,6,2015-05-29 00:31:45.063,2015-08-21 16:22:48.788,1,0,9,0.1111111111111111,0.0
400941,2,2,2015-05-05 18:29:56.046,2015-05-20 06:39:37.749,0,0,2,0.0,0.0
400943,7,7,2015-05-05 18:10:24.229,2015-06-30 16:28:52.806,0,0,7,0.0,0.0
400945,1,1,2015-06-30 04:18:38.022,2015-06-30 04:18:38.022,0,0,1,0.0,0.0
400946,1039,700,2015-05-03 17:47:35.919,2015-09-17 23:37:09.240,32,6,1001,0.03196803196803197,0.1875
400947,48,39,2015-05-12 03:14:17.051,2015-09-15 15:11:17.018,0,0,48,0.0,0.0
400950,1,1,2015-05-21 21:47:44.223,2015-05-21 21:47:44.223,0,0,1,0.0,0.0
400951,2,2,2015-06-02 17:07:53.869,2015-08-22 15:30:56.939,0,0,2,0.0,0.0
400952,1,1,2015-05-17 02:13:08.151,2015-05-17 02:13:08.151,0,0,1,0.0,0.0
400955,33,25,2015-05-03 21:43:13.785,2015-09-06 20:20:03.487,2,1,30,0.06666666666666667,0.5
400956,2,2,2015-06-25 07:59:15.449,2015-08-06 19:38:04.924,0,0,2,0.0,0.0
400957,5,5,2015-05-30 17:26:19.347,2015-07-09 20:11:01.333,0,0,5,0.0,0.0
400960,71,62,2015-05-06 16:56:26.632,2015-09-14 20:25:31.521,2,0,69,0.028985507246376812,0.0
400961,5,5,2015-05-18 02:11:14.316,2015-08-05 04:55:14.820,0,0,5,0.0,0.0
400962,2,2,2015-08-04 21:03:56.312,2015-08-06 18:45:57.839,0,0,2,0.0,0.0
400964,1,1,2015-09-02 23:39:53.662,2015-09-02 23:39:53.662,0,0,1,0.0,0.0
400965,20,18,2015-06-07 15:58:05.000,2015-09-16 19:35:13.912,0,0,20,0.0,0.0
400966,5,5,2015-06-17 21:49:24.198,2015-09-10 16:43:02.146,0,0,5,0.0,0.0
400968,12,10,2015-06-16 01:24:30.902,2015-09-07 17:29:09.009,0,0,12,0.0,0.0
400969,6,3,2015-05-10 12:39:11.071,2015-08-23 13:18:34.884,1,1,4,0.25,1.0
400970,1,1,2015-09-12 21:46:47.300,2015-09-12 21:46:47.300,0,0,1,0.0,0.0
400971,1,1,2015-08-12 13:33:58.717,2015-08-12 13:33:58.717,0,0,1,0.0,0.0
400973,1,1,2015-06-13 00:03:35.287,2015-06-13 00:03:35.287,0,0,1,0.0,0.0
400974,10,9,2015-05-17 00:58:54.993,2015-07-14 02:26:19.752,0,0,10,0.0,0.0
400975,1,1,2015-07-09 06:29:23.083,2015-07-09 06:29:23.083,0,0,1,0.0,0.0
400978,6,4,2015-05-28 18:26:41.774,2015-08-30 06:53:52.798,0,0,6,0.0,0.0
400980,1,1,2015-06-02 19:05:39.167,2015-06-02 19:05:39.167,0,0,1,0.0,0.0
400981,30,23,2015-05-15 20:19:33.254,2015-09-17 01:33:53.400,1,0,29,0.034482758620689655,0.0
400983,3,2,2015-07-15 15:34:41.905,2015-07-21 21:50:43.540,0,0,3,0.0,0.0
400984,3,3,2015-05-18 02:45:00.236,2015-08-01 16:49:17.256,0,0,3,0.0,0.0
400985,13,10,2015-06-09 00:06:35.429,2015-08-24 17:19:02.760,0,0,13,0.0,0.0
400986,2,2,2015-06-02 22:15:16.673,2015-06-26 19:37:28.584,0,0,2,0.0,0.0
400987,3,3,2015-06-24 18:58:37.480,2015-07-29 06:23:22.574,0,0,3,0.0,0.0
400988,23,15,2015-05-07 19:07:25.044,2015-07-21 00:53:40.360,2,1,20,0.1,0.5
400989,1,1,2015-07-04 03:52:15.946,2015-07-04 03:52:15.946,0,0,1,0.0,0.0
400990,1,1,2015-05-26 22:05:30.069,2015-05-26 22:05:30.069,0,0,1,0.0,0.0
400993,21,19,2015-05-04 18:45:40.361,2015-08-23 00:08:50.210,0,0,21,0.0,0.0
400994,18,16,2015-06-16 21:19:31.738,2015-09-04 21:25:49.297,2,0,16,0.125,0.0
400998,233,183,2015-05-05 16:07:29.676,2015-09-17 22:00:29.018,3,1,229,0.013100436681222707,0.3333333333333333
400999,27,6,2015-05-03 06:20:59.930,2015-09-15 17:58:08.845,0,0,27,0.0,0.0
401001,1,1,2015-07-23 01:48:43.996,2015-07-23 01:48:43.996,0,0,1,0.0,0.0
401002,3,3,2015-06-05 03:41:18.921,2015-08-18 18:45:55.194,0,0,3,0.0,0.0
401003,4,4,2015-05-14 17:40:30.193,2015-08-11 05:52:05.774,0,0,4,0.0,0.0
401007,4,2,2015-05-27 04:44:51.596,2015-07-28 03:04:07.264,0,0,4,0.0,0.0
401008,4,3,2015-05-16 04:11:50.330,2015-08-17 20:12:49.373,0,0,4,0.0,0.0
401009,1,1,2015-07-21 22:03:26.216,2015-07-21 22:03:26.216,0,0,1,0.0,0.0
401010,38,33,2015-05-03 22:54:19.103,2015-09-17 17:10:42.270,0,0,38,0.0,0.0
401011,1,1,2015-07-20 00:24:53.333,2015-07-20 00:24:53.333,0,0,1,0.0,0.0
401012,4,4,2015-05-29 17:49:21.192,2015-09-06 20:45:58.077,0,0,4,0.0,0.0
401013,1,1,2015-05-12 15:57:08.284,2015-05-12 15:57:08.284,0,0,1,0.0,0.0
401014,2,2,2015-05-26 02:23:05.036,2015-06-09 13:51:37.415,0,0,2,0.0,0.0
401016,1,1,2015-06-19 08:24:08.498,2015-06-19 08:24:08.498,0,0,1,0.0,0.0
401017,4,3,2015-07-08 17:13:37.966,2015-09-16 17:25:02.964,0,0,4,0.0,0.0
401021,1,1,2015-06-08 14:22:37.617,2015-06-08 14:22:37.617,0,0,1,0.0,0.0
401023,1,1,2015-06-16 17:35:01.032,2015-06-16 17:35:01.032,0,0,1,0.0,0.0
401027,5,4,2015-05-21 21:02:16.462,2015-05-25 22:51:42.506,0,0,5,0.0,0.0
401028,2,2,2015-07-18 23:10:15.429,2015-09-01 22:29:03.069,0,0,2,0.0,0.0
401029,19,13,2015-05-26 23:09:20.324,2015-09-08 05:13:02.315,0,0,19,0.0,0.0
401030,1,1,2015-06-02 22:05:54.084,2015-06-02 22:05:54.084,0,0,1,0.0,0.0
401033,1,1,2015-07-30 05:33:43.334,2015-07-30 05:33:43.334,0,0,1,0.0,0.0
401038,1,1,2015-08-05 04:04:49.442,2015-08-05 04:04:49.442,0,0,1,0.0,0.0
401039,2,2,2015-07-05 19:16:32.183,2015-08-13 02:24:19.008,0,0,2,0.0,0.0
401040,1,1,2015-07-11 04:40:01.021,2015-07-11 04:40:01.021,0,0,1,0.0,0.0
401041,1,1,2015-08-12 02:22:43.798,2015-08-12 02:22:43.798,0,0,1,0.0,0.0
401043,5,5,2015-05-29 03:08:34.687,2015-08-25 18:44:39.652,0,0,5,0.0,0.0
401045,1,1,2015-08-24 17:49:52.211,2015-08-24 17:49:52.211,0,0,1,0.0,0.0
401046,1,1,2015-06-02 20:33:24.559,2015-06-02 20:33:24.559,0,0,1,0.0,0.0
401053,22,17,2015-05-05 15:42:14.856,2015-09-02 04:19:29.868,0,0,22,0.0,0.0
401056,3,3,2015-05-21 14:41:04.708,2015-08-23 18:22:03.753,0,0,3,0.0,0.0
401057,68,61,2015-05-11 00:26:28.321,2015-09-06 06:09:24.863,0,0,68,0.0,0.0
401058,3,2,2015-05-05 15:56:26.063,2015-06-13 09:39:25.661,0,0,3,0.0,0.0
401063,5,5,2015-08-16 07:22:38.616,2015-09-11 20:40:41.134,0,0,5,0.0,0.0
401065,3,3,2015-06-11 18:03:09.323,2015-09-04 14:43:00.494,0,0,3,0.0,0.0
401066,7,5,2015-05-21 22:27:11.994,2015-09-09 21:19:03.739,0,0,7,0.0,0.0
401069,1,1,2015-07-16 22:21:27.063,2015-07-16 22:21:27.063,0,0,1,0.0,0.0
401070,1,1,2015-05-19 19:39:22.883,2015-05-19 19:39:22.883,0,0,1,0.0,0.0
401071,6,3,2015-05-08 05:38:31.628,2015-06-18 18:01:10.862,1,0,5,0.2,0.0
401074,15,12,2015-06-17 17:50:07.070,2015-09-11 17:17:10.546,1,1,13,0.07692307692307693,1.0
401075,2,2,2015-06-17 01:47:31.534,2015-06-25 18:50:26.138,0,0,2,0.0,0.0
401076,5,1,2015-05-12 03:00:47.318,2015-05-17 16:52:01.024,1,1,3,0.3333333333333333,1.0
401078,12,12,2015-05-06 19:00:34.689,2015-09-15 03:19:52.512,0,0,12,0.0,0.0
401079,1,1,2015-07-26 21:56:25.230,2015-07-26 21:56:25.230,0,0,1,0.0,0.0
401081,6,6,2015-05-08 05:39:13.310,2015-09-06 17:45:21.646,0,0,6,0.0,0.0
401082,9,8,2015-05-14 17:01:22.166,2015-09-14 12:06:18.143,0,0,9,0.0,0.0
401083,1,1,2015-09-01 00:19:46.972,2015-09-01 00:19:46.972,0,0,1,0.0,0.0
401086,4,4,2015-05-26 02:25:00.560,2015-09-11 20:50:55.635,0,0,4,0.0,0.0
401088,1,1,2015-07-29 02:21:27.110,2015-07-29 02:21:27.110,0,0,1,0.0,0.0
401090,3,2,2015-05-06 01:52:08.909,2015-06-01 14:39:00.899,0,0,3,0.0,0.0
401092,12,7,2015-05-17 19:28:10.063,2015-08-26 15:03:23.305,0,0,12,0.0,0.0
401093,1,1,2015-05-31 20:56:42.542,2015-05-31 20:56:42.542,0,0,1,0.0,0.0
401094,25,21,2015-05-07 05:33:30.235,2015-09-14 18:49:21.097,0,0,25,0.0,0.0
401095,6,6,2015-05-24 18:33:44.758,2015-08-28 03:46:12.505,0,0,6,0.0,0.0
401098,2,2,2015-07-21 16:13:56.113,2015-07-25 00:20:00.972,0,0,2,0.0,0.0
401099,9,8,2015-05-09 01:51:45.039,2015-09-14 18:12:29.699,0,0,9,0.0,0.0
401101,62,34,2015-05-05 00:32:25.172,2015-09-05 06:05:56.668,3,1,58,0.05172413793103448,0.3333333333333333
401102,5,5,2015-06-23 14:39:16.144,2015-09-03 22:37:13.598,0,0,5,0.0,0.0
401104,10,9,2015-05-04 18:22:49.717,2015-09-15 06:06:46.560,1,0,9,0.1111111111111111,0.0
401106,2,2,2015-08-24 17:33:52.268,2015-09-13 01:28:21.414,0,0,2,0.0,0.0
401107,1,1,2015-09-08 18:18:20.068,2015-09-08 18:18:20.068,0,0,1,0.0,0.0
401110,3,3,2015-06-15 23:09:03.480,2015-09-10 23:25:03.848,0,0,3,0.0,0.0
401111,6,4,2015-06-13 15:56:14.994,2015-09-09 00:10:11.825,1,0,5,0.2,0.0
401112,2,2,2015-05-28 22:29:42.242,2015-06-25 19:04:11.518,0,0,2,0.0,0.0
401114,1,1,2015-05-14 17:48:40.147,2015-05-14 17:48:40.147,0,0,1,0.0,0.0
401115,12,12,2015-06-03 02:55:43.458,2015-09-11 22:28:14.370,1,0,11,0.09090909090909091,0.0
401117,6,5,2015-05-27 17:23:55.061,2015-09-11 03:51:28.922,0,0,6,0.0,0.0
401118,29,19,2015-05-14 20:03:18.971,2015-08-26 19:28:11.943,0,1,28,0.0,0.0
401120,2,2,2015-06-11 16:59:14.514,2015-09-02 22:06:33.852,0,0,2,0.0,0.0
401121,1,1,2015-08-25 03:18:12.374,2015-08-25 03:18:12.374,0,0,1,0.0,0.0
401122,13,8,2015-05-24 21:07:48.629,2015-08-31 15:08:55.012,1,1,11,0.09090909090909091,1.0
401125,1,1,2015-08-23 15:53:14.902,2015-08-23 15:53:14.902,0,0,1,0.0,0.0
401127,1,1,2015-07-06 18:11:36.162,2015-07-06 18:11:36.162,0,0,1,0.0,0.0
401129,2,2,2015-05-03 16:54:08.496,2015-08-18 06:46:49.012,0,0,2,0.0,0.0
401133,2,2,2015-06-27 21:56:45.510,2015-08-12 03:54:23.944,0,0,2,0.0,0.0
401135,4,4,2015-05-18 01:19:30.007,2015-08-25 17:08:44.842,0,0,4,0.0,0.0
401136,5,5,2015-05-04 03:01:32.729,2015-07-14 15:46:08.768,0,0,5,0.0,0.0
401137,3,3,2015-05-12 04:00:16.905,2015-08-28 16:40:22.021,0,0,3,0.0,0.0
401138,2,2,2015-05-04 06:41:11.561,2015-05-07 00:32:46.621,0,0,2,0.0,0.0
401139,49,32,2015-05-09 03:35:00.660,2015-09-06 05:08:05.681,0,0,49,0.0,0.0
401140,2,2,2015-09-01 19:13:53.322,2015-09-14 20:38:02.788,0,0,2,0.0,0.0
401142,5,5,2015-05-08 01:50:49.312,2015-09-01 13:30:17.248,0,0,5,0.0,0.0
401143,1,1,2015-06-02 23:16:12.065,2015-06-02 23:16:12.065,0,0,1,0.0,0.0
401145,1,1,2015-05-17 02:32:00.590,2015-05-17 02:32:00.590,0,0,1,0.0,0.0
401146,1,1,2015-07-11 12:50:08.492,2015-07-11 12:50:08.492,0,0,1,0.0,0.0
401147,2,2,2015-06-06 02:51:52.068,2015-06-26 03:22:52.824,1,0,1,1.0,0.0
401148,1,1,2015-08-31 16:10:59.441,2015-08-31 16:10:59.441,0,0,1,0.0,0.0
401149,2,2,2015-07-02 17:55:25.751,2015-09-12 20:51:02.151,0,0,2,0.0,0.0
401151,176,117,2015-06-11 03:13:28.570,2015-09-18 02:40:14.137,5,2,169,0.029585798816568046,0.4
401152,1,1,2015-07-02 18:01:53.844,2015-07-02 18:01:53.844,0,0,1,0.0,0.0
401153,3,3,2015-05-17 02:21:12.036,2015-09-07 18:25:56.241,0,0,3,0.0,0.0
401156,5,5,2015-05-07 16:58:37.505,2015-09-11 14:41:00.436,0,0,5,0.0,0.0
401157,11,5,2015-05-13 16:33:06.865,2015-09-08 21:04:56.768,3,0,8,0.375,0.0
401162,2,2,2015-08-27 03:09:21.019,2015-08-31 23:55:23.508,0,0,2,0.0,0.0
401164,1,1,2015-07-02 18:01:17.259,2015-07-02 18:01:17.259,0,0,1,0.0,0.0
401167,9,8,2015-05-13 03:21:12.529,2015-08-31 02:35:56.898,0,0,9,0.0,0.0
401168,58,46,2015-06-06 19:03:29.786,2015-09-16 21:00:10.261,1,0,57,0.017543859649122806,0.0
401170,15,15,2015-05-12 17:49:43.440,2015-08-23 15:15:18.267,0,0,15,0.0,0.0
401172,13,10,2015-05-07 20:42:12.490,2015-08-16 22:34:14.561,0,0,13,0.0,0.0
401174,15,15,2015-05-05 18:05:20.306,2015-08-11 22:32:49.755,0,0,15,0.0,0.0
401176,10,8,2015-05-24 18:43:09.742,2015-09-14 23:58:22.822,0,0,10,0.0,0.0
401179,1,1,2015-07-07 20:13:58.820,2015-07-07 20:13:58.820,0,0,1,0.0,0.0
401180,12,9,2015-05-17 20:30:39.880,2015-08-19 23:22:15.906,1,0,11,0.09090909090909091,0.0
401183,22,19,2015-05-12 16:02:23.413,2015-09-08 03:19:59.961,0,0,22,0.0,0.0
401184,2,2,2015-07-16 16:13:12.553,2015-08-05 19:51:40.647,0,0,2,0.0,0.0
401186,1,1,2015-07-16 04:35:42.585,2015-07-16 04:35:42.585,0,0,1,0.0,0.0
401188,1,1,2015-06-04 22:37:53.778,2015-06-04 22:37:53.778,0,0,1,0.0,0.0
401189,1,1,2015-08-19 02:15:00.488,2015-08-19 02:15:00.488,0,0,1,0.0,0.0
401193,1,1,2015-08-31 16:14:06.384,2015-08-31 16:14:06.384,0,0,1,0.0,0.0
401194,3,3,2015-05-16 23:23:12.430,2015-08-02 00:19:31.385,0,0,3,0.0,0.0
401195,3,2,2015-06-22 23:08:42.209,2015-06-26 03:46:57.683,0,0,3,0.0,0.0
401196,2,2,2015-06-29 22:39:30.660,2015-08-16 22:58:48.386,0,0,2,0.0,0.0
401198,40,26,2015-05-04 09:52:59.714,2015-09-06 20:53:21.098,1,0,39,0.02564102564102564,0.0
401199,8,7,2015-06-11 08:36:58.669,2015-08-26 15:28:18.602,0,0,8,0.0,0.0
401202,2,2,2015-07-14 01:23:19.627,2015-09-11 23:52:22.327,0,0,2,0.0,0.0
401205,35,24,2015-05-06 06:17:49.477,2015-07-15 07:10:52.418,2,1,32,0.0625,0.5
401208,1,1,2015-05-21 00:25:50.657,2015-05-21 00:25:50.657,0,0,1,0.0,0.0
401210,4,4,2015-07-05 17:48:53.355,2015-09-03 17:30:11.526,0,0,4,0.0,0.0
401217,2,2,2015-06-07 19:05:17.984,2015-06-24 01:45:12.165,0,0,2,0.0,0.0
401218,2,2,2015-06-25 22:34:44.600,2015-08-03 02:09:41.872,0,0,2,0.0,0.0
401222,2,1,2015-05-18 22:06:44.157,2015-05-20 06:12:44.131,0,0,2,0.0,0.0
401226,1,1,2015-07-14 06:54:38.136,2015-07-14 06:54:38.136,0,0,1,0.0,0.0
401227,1,1,2015-05-22 22:00:28.022,2015-05-22 22:00:28.022,0,0,1,0.0,0.0
401231,39,22,2015-05-03 23:39:34.207,2015-09-15 18:27:53.834,6,0,33,0.18181818181818182,0.0
401233,5,5,2015-05-29 01:45:39.518,2015-08-10 05:37:10.912,0,0,5,0.0,0.0
401234,1,1,2015-05-27 23:51:56.927,2015-05-27 23:51:56.927,0,0,1,0.0,0.0
401236,4,4,2015-06-06 21:37:25.248,2015-08-15 20:10:49.446,0,0,4,0.0,0.0
401237,25,23,2015-05-06 00:40:09.651,2015-09-11 22:35:27.447,0,0,25,0.0,0.0
401241,2,2,2015-06-16 16:48:19.229,2015-06-23 05:54:26.310,0,0,2,0.0,0.0
401242,2,1,2015-08-15 02:34:25.958,2015-08-15 03:56:41.931,0,0,2,0.0,0.0
401244,8,6,2015-05-07 21:07:13.404,2015-09-02 17:28:55.637,1,0,7,0.14285714285714285,0.0
401245,11,9,2015-06-04 15:45:58.690,2015-08-10 23:17:27.642,0,0,11,0.0,0.0
401246,1,1,2015-07-28 10:31:24.312,2015-07-28 10:31:24.312,0,0,1,0.0,0.0
401248,1,1,2015-07-26 05:13:12.452,2015-07-26 05:13:12.452,0,0,1,0.0,0.0
401251,18,15,2015-05-18 20:07:12.562,2015-09-11 22:00:44.908,0,0,18,0.0,0.0
401255,1,1,2015-08-07 19:27:26.682,2015-08-07 19:27:26.682,0,0,1,0.0,0.0
401258,3,3,2015-05-07 15:32:02.840,2015-07-14 22:43:48.385,0,0,3,0.0,0.0
401259,1,1,2015-06-01 20:08:29.594,2015-06-01 20:08:29.594,0,0,1,0.0,0.0
401262,3,2,2015-06-23 03:29:47.331,2015-08-15 02:00:34.046,0,0,3,0.0,0.0
401263,1,1,2015-08-11 19:22:57.963,2015-08-11 19:22:57.963,0,0,1,0.0,0.0
401264,16,14,2015-05-03 23:58:03.626,2015-09-17 20:13:40.187,1,0,15,0.06666666666666667,0.0
401265,5,5,2015-05-03 12:25:36.653,2015-09-10 00:46:32.549,0,0,5,0.0,0.0
401266,1,1,2015-06-13 11:43:35.138,2015-06-13 11:43:35.138,0,0,1,0.0,0.0
401268,27,22,2015-06-15 01:02:21.307,2015-09-14 05:54:59.553,0,0,27,0.0,0.0
401273,4,4,2015-05-04 04:45:53.526,2015-08-21 15:30:50.019,0,0,4,0.0,0.0
401274,1,1,2015-09-02 21:35:18.312,2015-09-02 21:35:18.312,0,0,1,0.0,0.0
401275,11,4,2015-05-06 21:59:13.571,2015-09-16 03:37:10.408,0,0,11,0.0,0.0
401276,1,1,2015-09-15 20:13:52.283,2015-09-15 20:13:52.283,0,0,1,0.0,0.0
401278,1,1,2015-06-09 19:43:20.599,2015-06-09 19:43:20.599,0,0,1,0.0,0.0
401279,1,1,2015-06-15 20:43:35.771,2015-06-15 20:43:35.771,0,0,1,0.0,0.0
401281,4,4,2015-05-22 07:54:25.095,2015-09-07 05:56:10.164,0,0,4,0.0,0.0
401282,8,8,2015-05-24 21:03:29.482,2015-09-07 19:56:09.930,0,0,8,0.0,0.0
401283,15,14,2015-05-18 23:06:36.353,2015-09-15 03:24:39.435,0,0,15,0.0,0.0
401284,3,2,2015-05-08 16:10:08.939,2015-07-28 03:34:40.038,0,0,3,0.0,0.0
401285,268,214,2015-05-03 22:25:08.227,2015-09-18 02:21:15.823,7,3,258,0.027131782945736434,0.42857142857142855
401287,1,1,2015-05-22 21:49:35.680,2015-05-22 21:49:35.680,0,0,1,0.0,0.0
401288,1,1,2015-07-04 20:22:53.267,2015-07-04 20:22:53.267,0,0,1,0.0,0.0
401291,31,20,2015-05-18 16:12:02.225,2015-09-17 20:53:12.904,0,0,31,0.0,0.0
401292,7,5,2015-07-02 23:11:41.480,2015-08-29 16:20:19.746,0,0,7,0.0,0.0
401294,3,3,2015-06-16 05:50:27.100,2015-08-04 16:02:19.808,0,0,3,0.0,0.0
401296,2,2,2015-06-23 04:34:18.367,2015-06-30 06:53:50.153,0,0,2,0.0,0.0
401297,2,2,2015-05-23 05:37:08.445,2015-07-11 18:20:41.982,0,0,2,0.0,0.0
401298,1,1,2015-05-09 02:51:47.776,2015-05-09 02:51:47.776,0,0,1,0.0,0.0
401299,1,1,2015-06-09 13:06:38.059,2015-06-09 13:06:38.059,0,0,1,0.0,0.0
401300,1,1,2015-09-06 04:40:56.241,2015-09-06 04:40:56.241,0,0,1,0.0,0.0
401301,1,1,2015-08-26 04:31:31.598,2015-08-26 04:31:31.598,0,0,1,0.0,0.0
401307,4,4,2015-06-02 02:59:27.974,2015-08-25 05:32:13.088,0,0,4,0.0,0.0
401308,1,1,2015-05-17 07:35:23.875,2015-05-17 07:35:23.875,0,0,1,0.0,0.0
401310,1,1,2015-05-19 17:07:36.355,2015-05-19 17:07:36.355,0,0,1,0.0,0.0
401314,6,6,2015-05-12 03:04:47.235,2015-09-17 06:24:48.136,0,0,6,0.0,0.0
401315,5,5,2015-05-06 20:59:45.041,2015-09-07 17:50:22.201,0,0,5,0.0,0.0
401317,1,1,2015-07-21 02:30:43.643,2015-07-21 02:30:43.643,0,0,1,0.0,0.0
401320,2,1,2015-07-30 23:25:18.272,2015-07-30 23:26:24.320,0,0,2,0.0,0.0
401322,53,48,2015-05-08 18:47:50.025,2015-09-16 11:24:57.690,0,0,53,0.0,0.0
401323,2,1,2015-06-29 16:50:52.407,2015-06-29 16:51:42.068,0,0,2,0.0,0.0
401324,1,1,2015-09-03 16:39:38.535,2015-09-03 16:39:38.535,0,0,1,0.0,0.0
401327,2,2,2015-08-13 22:06:02.421,2015-08-30 22:52:44.335,0,0,2,0.0,0.0
401333,2,2,2015-07-29 20:53:34.547,2015-07-31 18:55:38.883,0,0,2,0.0,0.0
401336,4,4,2015-06-01 19:08:35.502,2015-09-05 21:06:38.564,0,0,4,0.0,0.0
401339,1,1,2015-06-23 02:54:26.128,2015-06-23 02:54:26.128,0,0,1,0.0,0.0
401341,1,1,2015-06-10 14:09:28.504,2015-06-10 14:09:28.504,0,0,1,0.0,0.0
401342,2,2,2015-05-13 03:56:42.882,2015-08-06 01:29:40.934,0,0,2,0.0,0.0
401344,2,2,2015-08-19 05:48:11.243,2015-08-25 01:24:42.253,0,0,2,0.0,0.0
401345,1,1,2015-08-28 20:04:27.905,2015-08-28 20:04:27.905,0,0,1,0.0,0.0
401347,2,2,2015-06-09 20:09:36.058,2015-07-05 07:15:10.430,0,0,2,0.0,0.0
401348,6,6,2015-07-17 00:42:00.335,2015-09-13 17:01:14.961,0,0,6,0.0,0.0
401349,20,16,2015-05-06 04:02:07.758,2015-09-10 10:33:33.157,1,0,19,0.05263157894736842,0.0
401353,3,3,2015-06-14 01:40:28.842,2015-09-10 07:02:12.059,0,0,3,0.0,0.0
401358,1,1,2015-07-08 02:33:35.325,2015-07-08 02:33:35.325,0,0,1,0.0,0.0
401359,1,1,2015-07-24 22:09:35.918,2015-07-24 22:09:35.918,0,0,1,0.0,0.0
401362,3,3,2015-06-08 13:47:13.285,2015-09-13 04:07:04.017,0,0,3,0.0,0.0
401363,7,6,2015-05-12 12:06:35.707,2015-09-11 22:37:09.943,0,0,7,0.0,0.0
401365,7,3,2015-07-26 22:05:06.712,2015-09-14 14:15:28.651,0,0,7,0.0,0.0
401367,1,1,2015-08-06 08:04:25.968,2015-08-06 08:04:25.968,0,0,1,0.0,0.0
401368,23,12,2015-06-19 21:30:23.911,2015-09-16 21:32:46.100,2,0,21,0.09523809523809523,0.0
